제품코드,제품명,제품명(짧은),보관창고,생산일자,보관상태,재고,유통기한(%),대분류,중분류
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,14052023,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,14052024,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,14052025,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,14062016,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,14062017,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,14062022,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,14062023,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,14062025,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,14072014,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,14072015,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,14072019,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,14072021,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,14072022,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,14072025,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,14082015,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,14082017,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,14082018,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,14082019,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,14082020,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,14082021,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,14082022,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,14082023,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,14082025,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,14082026,Good,,72.88,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,14092017,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,14092019,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,14092020,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,14092023,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,14102014,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,14102016,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,14102018,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,14102019,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,14102020,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,14102021,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,14102023,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,14102025,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,14102026,Good,,89.59,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,14112013,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,14112018,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,14112020,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,14112023,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,14112025,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,14122013,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,14122015,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,14122016,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,14122017,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,14122018,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,14122019,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15012014,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15012015,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15012016,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15012018,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15012019,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15012020,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15012021,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15012022,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15012024,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15012026,Good,,15.07,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15022016,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15022017,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15022018,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15022019,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15022022,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15022023,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15022026,Good,,23.56,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15032016,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15032017,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15032019,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15032023,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15032025,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15042018,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15042020,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15042022,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15042024,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15042026,Good,,39.73,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15052014,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15052015,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15052017,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15052018,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15052019,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15052020,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15052023,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15052025,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15052026,Good,,47.95,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15062016,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15062021,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15062022,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15062023,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15062025,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15072014,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15072015,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15072019,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15072021,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15072025,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15082017,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15082018,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15082019,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15082020,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15082021,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15082022,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15082023,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15082025,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15082026,Good,,73.15,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15092018,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15092019,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15092020,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15092022,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15092023,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15102014,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15102016,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15102020,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15102021,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15102022,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15102023,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15102025,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15102026,Good,,89.86,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15112013,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15112016,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15112019,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15112023,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15112025,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15122013,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15122015,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15122016,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15122017,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15122018,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15122019,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15122020,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15122021,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,15122025,Good,,6.58,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,16012014,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,16012015,Good,,0,PIE,Chocopie
112,"Печенье прослоенное глазированное ""ЛОТТЕ ЧОКОПАЙ"" (Lotte Cho",ЧокоПай12(печеньепрослоенноеглазированное)пачка336г,LProduct,16012016,Good,,0,PIE,Chocopie
